"","Date","Canada_1","Canada_total","Canada_recover","Canada_death","Date_a","Australia_1","Australia_total","Australia_recover","Australia_death","Date_b","Germany_1","Germany_total","Germany_recover","Germany_death","Date_c","Finland_1","Finland_total","Finland_recover","Finland_death","Date_d","Israel_1","Israel_total","Israel_recover","Israel_death","population_Canada","susceptible_Canada","infected_Canada","removed_Canada","population_Australia","susceptible_Australia","infected_Australia","removed_Australia","population_Germany","susceptible_Germany","infected_Germany","removed_Germany","population_Finland","susceptible_Finland","infected_Finland","removed_Finland","population_Israel","susceptible_Israel","infected_Israel","removed_Israel","day"
"87","2020-04-17","Canada","32814","10545","1844","2020-04-17","Australia","6522","3808","66","2020-04-17","Germany","141397","83114","4352","2020-04-17","Finland","3489","1700","82","2020-04-17","Israel","13246","3550","155",37742154,37709340,20425,8701,25499884,25493362,2648,3742,67886011,67744614,53931,78762,5540720,5537231,1707,1618,11589623,11576377,9541,3395,87
"88","2020-04-18","Canada","34356","10964","1987","2020-04-18","Australia","6568","4124","67","2020-04-18","Germany","143342","85400","4459","2020-04-18","Finland","3681","1700","90","2020-04-18","Israel","13537","3820","166",37742154,37707798,21405,8977,25499884,25493316,2377,4057,67886011,67742669,53483,80941,5540720,5537039,1891,1610,11589623,11576086,9551,3654,88
"89","2020-04-19","Canada","35633","11847","2145","2020-04-19","Australia","6610","4124","67","2020-04-19","Germany","145184","88000","4586","2020-04-19","Finland","3783","1700","94","2020-04-19","Israel","13813","4228","174",37742154,37706521,21641,9702,25499884,25493274,2419,4057,67886011,67740827,52598,83414,5540720,5536937,1989,1606,11589623,11575810,9411,4054,89
"90","2020-04-20","Canada","37658","12543","2291","2020-04-20","Australia","6623","4291","67","2020-04-20","Germany","147065","91500","4862","2020-04-20","Finland","3868","2000","98","2020-04-20","Israel","14112","4687","180",37742154,37704496,22824,10252,25499884,25493261,2265,4224,67886011,67738946,50703,86638,5540720,5536852,1770,1902,11589623,11575511,9245,4507,90
"91","2020-04-21","Canada","39402","13188","2484","2020-04-21","Australia","6645","4695","67","2020-04-21","Germany","148291","95200","5033","2020-04-21","Finland","4014","2000","141","2020-04-21","Israel","14394","5103","189",37742154,37702752,23730,10704,25499884,25493239,1883,4628,67886011,67737720,48058,90167,5540720,5536706,1873,1859,11589623,11575229,9102,4914,91
"92","2020-04-22","Canada","41663","14454","2679","2020-04-22","Australia","6652","4932","67","2020-04-22","Germany","150648","99400","5279","2020-04-22","Finland","4129","2000","149","2020-04-22","Israel","14619","5514","192",37742154,37700491,24530,11775,25499884,25493232,1653,4865,67886011,67735363,45969,94121,5540720,5536591,1980,1851,11589623,11575004,8913,5322,92
"93","2020-04-23","Canada","43299","14761","2850","2020-04-23","Australia","6662","5047","75","2020-04-23","Germany","153129","103300","5575","2020-04-23","Finland","4284","2000","172","2020-04-23","Israel","14895","5866","196",37742154,37698855,25688,11911,25499884,25493222,1540,4972,67886011,67732882,44254,97725,5540720,5536436,2112,1828,11589623,11574728,8833,5670,93
"94","2020-04-24","Canada","44919","15149","3030","2020-04-24","Australia","6677","5136","79","2020-04-24","Germany","154999","109800","5760","2020-04-24","Finland","4395","2500","177","2020-04-24","Israel","15143","6291","199",37742154,37697235,26740,12119,25499884,25493207,1462,5057,67886011,67731012,39439,104040,5540720,5536325,1718,2323,11589623,11574480,8653,6092,94
"95","2020-04-25","Canada","46371","16013","3217","2020-04-25","Australia","6694","5376","80","2020-04-25","Germany","156513","109800","5877","2020-04-25","Finland","4475","2500","186","2020-04-25","Israel","15302","6655","202",37742154,37695783,27141,12796,25499884,25493190,1238,5296,67886011,67729498,40836,103923,5540720,5536245,1789,2314,11589623,11574321,8445,6453,95
"96","2020-04-26","Canada","48033","16883","3374","2020-04-26","Australia","6714","5541","83","2020-04-26","Germany","157770","112000","5976","2020-04-26","Finland","4576","2500","190","2020-04-26","Israel","15385","7087","204",37742154,37694121,27776,13509,25499884,25493170,1090,5458,67886011,67728241,39794,106024,5540720,5536144,1886,2310,11589623,11574238,8094,6883,96
"97","2020-04-27","Canada","49616","18268","3559","2020-04-27","Australia","6721","5588","83","2020-04-27","Germany","158758","114500","6126","2020-04-27","Finland","4695","2500","193","2020-04-27","Israel","15513","7635","208",37742154,37692538,27789,14709,25499884,25493163,1050,5505,67886011,67727253,38132,108374,5540720,5536025,2002,2307,11589623,11574110,7670,7427,97
"98","2020-04-28","Canada","51150","19231","3756","2020-04-28","Australia","6744","5665","89","2020-04-28","Germany","159912","117400","6314","2020-04-28","Finland","4740","2800","199","2020-04-28","Israel","15672","8118","213",37742154,37691004,28163,15475,25499884,25493140,990,5576,67886011,67726099,36198,111086,5540720,5535980,1741,2601,11589623,11573951,7341,7905,98
"99","2020-04-29","Canada","52865","20327","4000","2020-04-29","Australia","6752","5715","91","2020-04-29","Germany","161539","120400","6467","2020-04-29","Finland","4906","2800","206","2020-04-29","Israel","15754","8471","219",37742154,37689289,28538,16327,25499884,25493132,946,5624,67886011,67724472,34672,113933,5540720,5535814,1900,2594,11589623,11573869,7064,8252,99
"100","2020-04-30","Canada","54457","21424","4179","2020-04-30","Australia","6766","5742","93","2020-04-30","Germany","163009","123500","6623","2020-04-30","Finland","4995","3000","211","2020-04-30","Israel","15896","8924","225",37742154,37687697,28854,17245,25499884,25493118,931,5649,67886011,67723002,32886,116877,5540720,5535725,1784,2789,11589623,11573727,6747,8699,100
"101","2020-05-01","Canada","56343","22764","4381","2020-05-01","Australia","6778","5775","93","2020-05-01","Germany","164077","126900","6736","2020-05-01","Finland","5051","3000","218","2020-05-01","Israel","16012","9393","229",37742154,37685811,29198,18383,25499884,25493106,910,5682,67886011,67721934,30441,120164,5540720,5535669,1833,2782,11589623,11573611,6390,9164,101
"102","2020-05-02","Canada","57926","23814","4529","2020-05-02","Australia","6799","5814","94","2020-05-02","Germany","164967","129000","6812","2020-05-02","Finland","5176","3000","220","2020-05-02","Israel","16069","9611","232",37742154,37684228,29583,19285,25499884,25493085,891,5720,67886011,67721044,29155,122188,5540720,5535544,1956,2780,11589623,11573554,6226,9379,102
"103","2020-05-03","Canada","60504","24921","4669","2020-05-03","Australia","6822","5849","95","2020-05-03","Germany","165664","130600","6866","2020-05-03","Finland","5254","3000","230","2020-05-03","Israel","16096","9945","235",37742154,37681650,30914,20252,25499884,25493062,878,5754,67886011,67720347,28198,123734,5540720,5535466,2024,2770,11589623,11573527,5916,9710,103
"104","2020-05-04","Canada","61957","26030","4911","2020-05-04","Australia","6847","5887","96","2020-05-04","Germany","166152","132700","6993","2020-05-04","Finland","5327","3500","240","2020-05-04","Israel","16149","10233","238",37742154,37680197,31016,21119,25499884,25493037,864,5791,67886011,67719859,26459,125707,5540720,5535393,1587,3260,11589623,11573474,5678,9995,104
"105","2020-05-05","Canada","63215","27006","5081","2020-05-05","Australia","6875","5975","97","2020-05-05","Germany","167007","135100","6993","2020-05-05","Finland","5412","3500","246","2020-05-05","Israel","16181","10561","240",37742154,37678939,31128,21925,25499884,25493009,803,5878,67886011,67719004,24914,128107,5540720,5535308,1666,3254,11589623,11573442,5380,10321,105
"106","2020-05-06","Canada","64694","28184","5240","2020-05-06","Australia","6894","6031","97","2020-05-06","Germany","168162","139900","7275","2020-05-06","Finland","5573","3500","252","2020-05-06","Israel","16246","10843","241",37742154,37677460,31270,22944,25499884,25492990,766,5934,67886011,67717849,20987,132625,5540720,5535147,1821,3248,11589623,11573377,5162,10602,106
"107","2020-05-07","Canada","66201","29260","5387","2020-05-07","Australia","6913","6078","97","2020-05-07","Germany","169430","141700","7392","2020-05-07","Finland","5673","3500","255","2020-05-07","Israel","16307","11103","242",37742154,37675953,31554,23873,25499884,25492971,738,5981,67886011,67716581,20338,134308,5540720,5535047,1918,3245,11589623,11573316,4962,10861,107
"108","2020-05-08","Canada","67674","30239","5540","2020-05-08","Australia","6918","6122","97","2020-05-08","Germany","170588","141700","7510","2020-05-08","Finland","5738","4000","260","2020-05-08","Israel","16340","11318","248",37742154,37674480,31895,24699,25499884,25492966,699,6025,67886011,67715423,21378,134190,5540720,5534982,1478,3740,11589623,11573283,4774,11070,108
"109","2020-05-09","Canada","68918","31262","5704","2020-05-09","Australia","6939","6141","97","2020-05-09","Germany","171324","143300","7549","2020-05-09","Finland","5880","4000","265","2020-05-09","Israel","16359","11402","251",37742154,37673236,31952,25558,25499884,25492945,701,6044,67886011,67714687,20475,135751,5540720,5534840,1615,3735,11589623,11573264,4706,11151,109
"110","2020-05-10","Canada","70091","32109","5822","2020-05-10","Australia","6948","6167","97","2020-05-10","Germany","171879","144400","7569","2020-05-10","Finland","5962","4000","267","2020-05-10","Israel","16388","11649","255",37742154,37672063,32160,26287,25499884,25492936,684,6070,67886011,67714132,19910,136831,5540720,5534758,1695,3733,11589623,11573235,4484,11394,110
"111","2020-05-11","Canada","71264","33007","5956","2020-05-11","Australia","6970","6213","97","2020-05-11","Germany","172576","145617","7661","2020-05-11","Finland","5984","4000","271","2020-05-11","Israel","16427","11940","260",37742154,37670890,32301,27051,25499884,25492914,660,6116,67886011,67713435,19298,137956,5540720,5534736,1713,3729,11589623,11573196,4227,11680,111
"112","2020-05-12","Canada","72419","34055","6107","2020-05-12","Australia","6980","6270","98","2020-05-12","Germany","173171","147200","7738","2020-05-12","Finland","6003","4300","275","2020-05-12","Israel","16450","12195","263",37742154,37669735,32257,27948,25499884,25492904,612,6172,67886011,67712840,18233,139462,5540720,5534717,1428,4025,11589623,11573173,3992,11932,112
"113","2020-05-13","Canada","73568","35177","6210","2020-05-13","Australia","6989","6297","98","2020-05-13","Germany","174098","148700","7861","2020-05-13","Finland","6054","4300","284","2020-05-13","Israel","16489","12398","266",37742154,37668586,32181,28967,25499884,25492895,594,6199,67886011,67711913,17537,140839,5540720,5534666,1470,4016,11589623,11573134,3825,12132,113
"114","2020-05-14","Canada","74781","36104","6331","2020-05-14","Australia","7019","6334","98","2020-05-14","Germany","174478","150300","7884","2020-05-14","Finland","6145","4300","287","2020-05-14","Israel","16511","12648","268",37742154,37667373,32346,29773,25499884,25492865,587,6236,67886011,67711533,16294,142416,5540720,5534575,1558,4013,11589623,11573112,3595,12380,114
"115","2020-05-15","Canada","75959","36908","6452","2020-05-15","Australia","7035","6359","98","2020-05-15","Germany","175233","151597","7897","2020-05-15","Finland","6228","5000","293","2020-05-15","Israel","16523","12793","268",37742154,37666195,32599,30456,25499884,25492849,578,6261,67886011,67710778,15739,143700,5540720,5534492,935,4707,11589623,11573100,3462,12525,115
"116","2020-05-16","Canada","77206","37832","6571","2020-05-16","Australia","7044","6364","98","2020-05-16","Germany","175752","152600","7938","2020-05-16","Finland","6286","5000","297","2020-05-16","Israel","16528","12880","271",37742154,37664948,32803,31261,25499884,25492840,582,6266,67886011,67710259,15214,144662,5540720,5534434,989,4703,11589623,11573095,3377,12609,116
"117","2020-05-17","Canada","78332","38563","6661","2020-05-17","Australia","7054","6392","99","2020-05-17","Germany","176369","154011","7962","2020-05-17","Finland","6347","5000","298","2020-05-17","Israel","16543","13062","275",37742154,37663822,33108,31902,25499884,25492830,563,6293,67886011,67709642,14396,146049,5540720,5534373,1049,4702,11589623,11573080,3206,12787,117
"118","2020-05-18","Canada","79411","39251","6753","2020-05-18","Australia","7068","6413","99","2020-05-18","Germany","176551","155041","8003","2020-05-18","Finland","6380","5000","300","2020-05-18","Israel","16570","13346","278",37742154,37662743,33407,32498,25499884,25492816,556,6314,67886011,67709460,13507,147038,5540720,5534340,1080,4700,11589623,11573053,2946,13068,118
"119","2020-05-19","Canada","80493","40069","6828","2020-05-19","Australia","7072","6431","100","2020-05-19","Germany","177778","155681","8081","2020-05-19","Finland","6399","5000","301","2020-05-19","Israel","16592","13485","280",37742154,37661661,33596,33241,25499884,25492812,541,6331,67886011,67708233,14016,147600,5540720,5534321,1098,4699,11589623,11573031,2827,13205,119
"120","2020-05-20","Canada","81575","40793","6950","2020-05-20","Australia","7081","6470","100","2020-05-20","Germany","178473","156966","8144","2020-05-20","Finland","6443","4800","304","2020-05-20","Israel","16607","13613","281",37742154,37660579,33832,33843,25499884,25492803,511,6370,67886011,67707538,13363,148822,5540720,5534277,1339,4496,11589623,11573016,2713,13332,120
"121","2020-05-21","Canada","82742","41731","7046","2020-05-21","Australia","7095","6478","101","2020-05-21","Germany","179021","158087","8203","2020-05-21","Finland","6493","4800","306","2020-05-21","Israel","16624","13780","281",37742154,37659412,33965,34685,25499884,25492789,516,6377,67886011,67706990,12731,149884,5540720,5534227,1387,4494,11589623,11572999,2563,13499,121
"122","2020-05-22","Canada","83947","42608","7144","2020-05-22","Australia","7099","6485","101","2020-05-22","Germany","179710","159064","8228","2020-05-22","Finland","6537","4800","306","2020-05-22","Israel","16643","13925","281",37742154,37658207,34195,35464,25499884,25492785,513,6384,67886011,67706301,12418,150836,5540720,5534183,1431,4494,11589623,11572980,2437,13644,122
"123","2020-05-23","Canada","85151","43318","7238","2020-05-23","Australia","7114","6508","102","2020-05-23","Germany","179986","159716","8261","2020-05-23","Finland","6568","4800","306","2020-05-23","Israel","16648","13976","281",37742154,37657003,34595,36080,25499884,25492770,504,6406,67886011,67706025,12009,151455,5540720,5534152,1462,4494,11589623,11572975,2391,13695,123
"124","2020-05-24","Canada","86106","43998","7326","2020-05-24","Australia","7114","6531","102","2020-05-24","Germany","180328","160281","8283","2020-05-24","Finland","6579","4800","307","2020-05-24","Israel","16661","14121","282",37742154,37656048,34782,36672,25499884,25492770,481,6429,67886011,67705683,11764,151998,5540720,5534141,1472,4493,11589623,11572962,2258,13839,124
"125","2020-05-25","Canada","87119","44651","7420","2020-05-25","Australia","7126","6552","102","2020-05-25","Germany","180600","161199","8309","2020-05-25","Finland","6599","5100","308","2020-05-25","Israel","16683","14252","284",37742154,37655035,35048,37231,25499884,25492758,472,6450,67886011,67705411,11092,152890,5540720,5534121,1191,4792,11589623,11572940,2147,13968,125
"126","2020-05-26","Canada","88090","45352","7512","2020-05-26","Australia","7139","6560","103","2020-05-26","Germany","181200","161967","8372","2020-05-26","Finland","6628","5100","312","2020-05-26","Israel","16733","14352","284",37742154,37654064,35226,37840,25499884,25492745,476,6457,67886011,67704811,10861,153595,5540720,5534092,1216,4788,11589623,11572890,2097,14068,126
"127","2020-05-27","Canada","88989","46248","7606","2020-05-27","Australia","7150","6579","103","2020-05-27","Germany","181524","162820","8428","2020-05-27","Finland","6692","5100","313","2020-05-27","Israel","16773","14414","286",37742154,37653165,35135,38642,25499884,25492734,468,6476,67886011,67704487,10276,154392,5540720,5534028,1279,4787,11589623,11572850,2073,14128,127
"128","2020-05-28","Canada","89976","46961","7717","2020-05-28","Australia","7165","6576","103","2020-05-28","Germany","182196","163360","8470","2020-05-28","Finland","6743","5500","313","2020-05-28","Israel","16850","14532","287",37742154,37652178,35298,39244,25499884,25492719,486,6473,67886011,67703815,10366,154890,5540720,5533977,930,5187,11589623,11572773,2031,14245,128
"129","2020-05-29","Canada","90909","47905","7797","2020-05-29","Australia","7184","6605","103","2020-05-29","Germany","182922","164245","8504","2020-05-29","Finland","6776","5500","314","2020-05-29","Israel","16963","14568","287",37742154,37651245,35207,40108,25499884,25492700,476,6502,67886011,67703089,10173,155741,5540720,5533944,962,5186,11589623,11572660,2108,14281,129
"130","2020-05-30","Canada","91681","48517","7857","2020-05-30","Australia","7192","6614","103","2020-05-30","Germany","183189","164908","8530","2020-05-30","Finland","6826","5500","316","2020-05-30","Israel","16992","14608","287",37742154,37650473,35307,40660,25499884,25492692,475,6511,67886011,67702822,9751,156378,5540720,5533894,1010,5184,11589623,11572631,2097,14321,130
"131","2020-05-31","Canada","92479","49213","7906","2020-05-31","Australia","7202","6618","103","2020-05-31","Germany","183410","165352","8540","2020-05-31","Finland","6859","5500","320","2020-05-31","Israel","17079","14675","287",37742154,37649675,35360,41307,25499884,25492682,481,6515,67886011,67702601,9518,156812,5540720,5533861,1039,5180,11589623,11572544,2117,14388,131
"132","2020-06-01","Canada","93288","50091","7952","2020-06-01","Australia","7221","6626","102","2020-06-01","Germany","183594","165632","8555","2020-06-01","Finland","6885","5500","318","2020-06-01","Israel","17179","14765","290",37742154,37648866,35245,42139,25499884,25492663,493,6524,67886011,67702417,9407,157077,5540720,5533835,1067,5182,11589623,11572444,2124,14475,132
"133","2020-06-02","Canada","93960","50725","8008","2020-06-02","Australia","7229","6636","102","2020-06-02","Germany","183879","166609","8563","2020-06-02","Finland","6887","5500","320","2020-06-02","Israel","17300","14821","292",37742154,37648194,35227,42717,25499884,25492655,491,6534,67886011,67702132,8707,158046,5540720,5533833,1067,5180,11589623,11572323,2187,14529,133
"134","2020-06-03","Canada","94641","51506","8062","2020-06-03","Australia","7240","6648","102","2020-06-03","Germany","184121","167453","8602","2020-06-03","Finland","6911","5500","321","2020-06-03","Israel","17397","14851","293",37742154,37647513,35073,43444,25499884,25492644,490,6546,67886011,67701890,8066,158851,5540720,5533809,1090,5179,11589623,11572226,2253,14558,134
"135","2020-06-04","Canada","95269","52184","8126","2020-06-04","Australia","7247","6683","102","2020-06-04","Germany","184472","167909","8635","2020-06-04","Finland","6911","5800","322","2020-06-04","Israel","17539","14894","293",37742154,37646885,34959,44058,25499884,25492637,462,6581,67886011,67701539,7928,159274,5540720,5533809,789,5478,11589623,11572084,2352,14601,135
"136","2020-06-05","Canada","95947","53074","8166","2020-06-05","Australia","7252","6688","102","2020-06-05","Germany","184924","168480","8658","2020-06-05","Finland","6941","5800","322","2020-06-05","Israel","17666","14936","294",37742154,37646207,34707,44908,25499884,25492632,462,6586,67886011,67701087,7786,159822,5540720,5533779,819,5478,11589623,11571957,2436,14642,136
"137","2020-06-06","Canada","96475","54087","8228","2020-06-06","Australia","7259","6703","102","2020-06-06","Germany","185450","168958","8673","2020-06-06","Finland","6964","5800","322","2020-06-06","Israel","17744","14963","298",37742154,37645679,34160,45859,25499884,25492625,454,6601,67886011,67700561,7819,160285,5540720,5533756,842,5478,11589623,11571879,2483,14665,137
"138","2020-06-07","Canada","97178","54675","8269","2020-06-07","Australia","7265","6706","102","2020-06-07","Germany","185750","169224","8685","2020-06-07","Finland","6981","5800","323","2020-06-07","Israel","17884","15017","300",37742154,37644976,34234,46406,25499884,25492619,457,6604,67886011,67700261,7841,160539,5540720,5533739,858,5477,11589623,11571739,2567,14717,138
"139","2020-06-08","Canada","97779","55343","8313","2020-06-08","Australia","7267","6720","102","2020-06-08","Germany","186109","169556","8695","2020-06-08","Finland","7001","5800","323","2020-06-08","Israel","18063","15063","300",37742154,37644375,34123,47030,25499884,25492617,445,6618,67886011,67699902,7858,160861,5540720,5533719,878,5477,11589623,11571560,2700,14763,139
"140","2020-06-09","Canada","98241","56117","8347","2020-06-09","Australia","7274","6740","102","2020-06-09","Germany","186506","170129","8736","2020-06-09","Finland","7025","5800","324","2020-06-09","Israel","18236","15109","301",37742154,37643913,33777,47770,25499884,25492610,432,6638,67886011,67699505,7641,161393,5540720,5533695,901,5476,11589623,11571387,2826,14808,140
"141","2020-06-10","Canada","98720","57215","8382","2020-06-10","Australia","7285","6759","102","2020-06-10","Germany","186522","170630","8752","2020-06-10","Finland","7040","5800","324","2020-06-10","Israel","18476","15173","302",37742154,37643434,33123,48833,25499884,25492599,424,6657,67886011,67699489,7140,161878,5540720,5533680,916,5476,11589623,11571147,3001,14871,141
"142","2020-06-11","Canada","99159","58131","8413","2020-06-11","Australia","7289","6782","102","2020-06-11","Germany","186691","170961","8772","2020-06-11","Finland","7064","6200","325","2020-06-11","Israel","18667","15239","302",37742154,37642995,32615,49718,25499884,25492595,405,6680,67886011,67699320,6958,162189,5540720,5533656,539,5875,11589623,11570956,3126,14937,142
"143","2020-06-12","Canada","99595","59034","8442","2020-06-12","Australia","7294","6803","102","2020-06-12","Germany","187226","171535","8783","2020-06-12","Finland","7073","6200","325","2020-06-12","Israel","18851","15295","302",37742154,37642559,32119,50592,25499884,25492590,389,6701,67886011,67698785,6908,162752,5540720,5533647,548,5875,11589623,11570772,3254,14993,143
"144","2020-06-13","Canada","100043","59851","8470","2020-06-13","Australia","7320","6838","102","2020-06-13","Germany","187267","171970","8793","2020-06-13","Finland","7087","6200","325","2020-06-13","Israel","19000","15334","303",37742154,37642111,31722,51381,25499884,25492564,380,6736,67886011,67698744,6504,163177,5540720,5533633,562,5875,11589623,11570623,3363,15031,144
"145","2020-06-14","Canada","100404","60668","8489","2020-06-14","Australia","7335","6851","102","2020-06-14","Germany","187518","172089","8801","2020-06-14","Finland","7104","6200","326","2020-06-14","Israel","19136","15386","305",37742154,37641750,31247,52179,25499884,25492549,382,6749,67886011,67698493,6628,163288,5540720,5533616,578,5874,11589623,11570487,3445,15081,145
"146","2020-06-15","Canada","100763","61466","8497","2020-06-15","Australia","7347","6856","102","2020-06-15","Germany","187682","172692","8807","2020-06-15","Finland","7108","6200","326","2020-06-15","Israel","19334","15480","305",37742154,37641391,30800,52969,25499884,25492537,389,6754,67886011,67698329,6183,163885,5540720,5533612,582,5874,11589623,11570289,3549,15175,146
"147","2020-06-16","Canada","101087","61899","8521","2020-06-16","Australia","7370","6861","102","2020-06-16","Germany","188252","172842","8820","2020-06-16","Finland","7112","6200","326","2020-06-16","Israel","19634","15534","306",37742154,37641067,30667,53378,25499884,25492514,407,6759,67886011,67697759,6590,164022,5540720,5533608,586,5874,11589623,11569989,3794,15228,147
"148","2020-06-17","Canada","101491","63280","8542","2020-06-17","Australia","7391","6877","102","2020-06-17","Germany","188604","173599","8851","2020-06-17","Finland","7117","6200","326","2020-06-17","Israel","19905","15584","306",37742154,37640663,29669,54738,25499884,25492493,412,6775,67886011,67697407,6154,164748,5540720,5533603,591,5874,11589623,11569718,4015,15278,148
"149","2020-06-18","Canada","101877","63782","8555","2020-06-18","Australia","7409","6878","102","2020-06-18","Germany","189817","173847","8875","2020-06-18","Finland","7119","6200","326","2020-06-18","Israel","20207","15654","306",37742154,37640277,29540,55227,25499884,25492475,429,6776,67886011,67696194,7095,164972,5540720,5533601,593,5874,11589623,11569416,4247,15348,149
"150","2020-06-19","Canada","102314","64318","8580","2020-06-19","Australia","7411","6881","102","2020-06-19","Germany","190299","173972","8887","2020-06-19","Finland","7133","6200","326","2020-06-19","Israel","20517","15701","307",37742154,37639840,29416,55738,25499884,25492473,428,6779,67886011,67695712,7440,165085,5540720,5533587,607,5874,11589623,11569106,4509,15394,150
"151","2020-06-20","Canada","102762","64826","8609","2020-06-20","Australia","7461","6896","102","2020-06-20","Germany","190670","174609","8895","2020-06-20","Finland","7142","6200","326","2020-06-20","Israel","20676","15734","308",37742154,37639392,29327,56217,25499884,25492423,463,6794,67886011,67695341,7166,165714,5540720,5533578,616,5874,11589623,11568947,4634,15426,151
"152","2020-06-21","Canada","103078","65249","8626","2020-06-21","Australia","7474","6903","102","2020-06-21","Germany","191272","174740","8895","2020-06-21","Finland","7143","6200","326","2020-06-21","Israel","20849","15792","308",37742154,37639076,29203,56623,25499884,25492410,469,6801,67886011,67694739,7637,165845,5540720,5533577,617,5874,11589623,11568774,4749,15484,152
"153","2020-06-22","Canada","103418","65721","8646","2020-06-22","Australia","7492","6915","102","2020-06-22","Germany","191768","175143","8899","2020-06-22","Finland","7144","6400","327","2020-06-22","Israel","21194","15860","309",37742154,37638736,29051,57075,25499884,25492392,475,6813,67886011,67694243,7726,166244,5540720,5533576,417,6073,11589623,11568429,5025,15551,153
"154","2020-06-23","Canada","103767","66135","8670","2020-06-23","Australia","7521","6924","103","2020-06-23","Germany","192480","175825","8914","2020-06-23","Finland","7155","6400","327","2020-06-23","Israel","21645","15950","311",37742154,37638387,28962,57465,25499884,25492363,494,6821,67886011,67693531,7741,166911,5540720,5533565,428,6073,11589623,11567978,5384,15639,154
"155","2020-06-24","Canada","104087","66533","8700","2020-06-24","Australia","7558","6931","104","2020-06-24","Germany","192871","176422","8928","2020-06-24","Finland","7167","6600","327","2020-06-24","Israel","22132","16017","314",37742154,37638067,28854,57833,25499884,25492326,523,6827,67886011,67693140,7521,167494,5540720,5533553,240,6273,11589623,11567491,5801,15703,155
"156","2020-06-25","Canada","104463","66869","8723","2020-06-25","Australia","7595","6958","104","2020-06-25","Germany","193371","176764","8940","2020-06-25","Finland","7172","6600","327","2020-06-25","Israel","22648","16103","318",37742154,37637691,28871,58146,25499884,25492289,533,6854,67886011,67692640,7667,167824,5540720,5533548,245,6273,11589623,11566975,6227,15785,156
"157","2020-06-26","Canada","104629","67182","8730","2020-06-26","Australia","7601","6960","104","2020-06-26","Germany","194036","177149","8965","2020-06-26","Finland","7191","6600","328","2020-06-26","Israel","23112","16239","321",37742154,37637525,28717,58452,25499884,25492283,537,6856,67886011,67691975,7922,168184,5540720,5533529,263,6272,11589623,11566511,6552,15918,157
"158","2020-06-27","Canada","104878","67445","8739","2020-06-27","Australia","7686","6993","104","2020-06-27","Germany","194458","177518","8968","2020-06-27","Finland","7198","6600","328","2020-06-27","Israel","23510","16287","324",37742154,37637276,28694,58706,25499884,25492198,589,6889,67886011,67691553,7972,168550,5540720,5533522,270,6272,11589623,11566113,6899,15963,158
"159","2020-06-28","Canada","105193","67689","8749","2020-06-28","Australia","7764","7007","104","2020-06-28","Germany","194693","177657","8968","2020-06-28","Finland","7198","6600","328","2020-06-28","Israel","23895","16438","326",37742154,37636961,28755,58940,25499884,25492120,653,6903,67886011,67691318,8068,168689,5540720,5533522,270,6272,11589623,11565728,7131,16112,159
"160","2020-06-29","Canada","105830","68698","8768","2020-06-29","Australia","7834","7037","104","2020-06-29","Germany","195042","177770","8976","2020-06-29","Finland","7209","6600","328","2020-06-29","Israel","24652","16595","326",37742154,37636324,28364,59930,25499884,25492050,693,6933,67886011,67690969,8296,168794,5540720,5533511,281,6272,11589623,11564971,7731,16269,160
"161","2020-06-30","Canada","106097","69120","8780","2020-06-30","Australia","7920","7040","104","2020-06-30","Germany","195418","178100","8990","2020-06-30","Finland","7214","6600","328","2020-06-30","Israel","25438","16735","327",37742154,37636057,28197,60340,25499884,25491964,776,6936,67886011,67690593,8328,169110,5540720,5533506,286,6272,11589623,11564185,8376,16408,161
"162","2020-07-01","Canada","106288","69397","8790","2020-07-01","Australia","8001","7090","104","2020-07-01","Germany","195893","179100","8995","2020-07-01","Finland","7236","6700","328","2020-07-01","Israel","26410","16834","330",37742154,37635866,28101,60607,25499884,25491883,807,6986,67886011,67690118,7798,170105,5540720,5533484,208,6372,11589623,11563213,9246,16504,162
"163","2020-07-02","Canada","106643","69872","8806","2020-07-02","Australia","8066","7130","104","2020-07-02","Germany","196370","179800","9006","2020-07-02","Finland","7241","6700","328","2020-07-02","Israel","27556","16988","331",37742154,37635511,27965,61066,25499884,25491818,832,7026,67886011,67689641,7564,170794,5540720,5533479,213,6372,11589623,11562067,10237,16657,163
"164","2020-07-03","Canada","106962","70232","8813","2020-07-03","Australia","8260","7319","104","2020-07-03","Germany","196780","180300","9010","2020-07-03","Finland","7242","6700","329","2020-07-03","Israel","28495","17096","334",37742154,37635192,27917,61419,25499884,25491624,837,7215,67886011,67689231,7470,171290,5540720,5533478,213,6371,11589623,11561128,11065,16762,164
"165","2020-07-04","Canada","107185","70507","8821","2020-07-04","Australia","8443","7399","104","2020-07-04","Germany","197198","181000","9020","2020-07-04","Finland","7248","6700","329","2020-07-04","Israel","29316","17171","339",37742154,37634969,27857,61686,25499884,25491441,940,7295,67886011,67688813,7178,171980,5540720,5533472,219,6371,11589623,11560307,11806,16832,165
"166","2020-07-05","Canada","107394","70772","8823","2020-07-05","Australia","8583","7420","106","2020-07-05","Germany","197523","181719","9023","2020-07-05","Finland","7253","6700","329","2020-07-05","Israel","30147","17341","341",37742154,37634760,27799,61949,25499884,25491301,1057,7314,67886011,67688488,6781,172696,5540720,5533467,224,6371,11589623,11559476,12465,17000,166
